# Four-tile direct derivation wait report

allFourTileShapes: 66045
enumeratedDerivations: 5100
tenpaiReports: 3756

## Reducibility

### Reducible
count: 1647
waitCoreCacheHits: 1802
waitCoreCacheMisses: 34
waitCoreCacheEntries: 34

### Irreducible
count: 2109

#### Groups by waitDecompositionCodes
groupCount: 11
waitDecompositionCodes	waitDecompositionCodesKey	count	representativeTiles	representativeWaits
88p67s	58s	irreducible	[15, 15]	11895
44p34s	25s	irreducible	[15, 15]	11895
34m33p	25m	irreducible	[15, 15]	11895
77m67s	58s	irreducible	[15, 15]	11895
34s77z	25s	irreducible	[15, 15]	11895
88p11s	8p1s	irreducible	[9, 9]	7137
11m79s	8s	irreducible	[21]	20
777p2z	2z	reducible	[34]	30
78m55p	69m	irreducible	[15, 15]	11895
12s44z	3s	irreducible	[33]	29
66m66z	6m6z	irreducible	[9, 9]	7137
123m1s	1s	reducible	[26]	24
3p678s	3p	reducible	[26]	24
46m22s	5m	irreducible	[21]	20
33m44p	3m4p	irreducible	[9, 9]	7137
5558s	8s	reducible	[34]	30
66m77z	6m7z	irreducible	[9, 9]	7137
4p678s	4p	reducible	[26]	24
34s66z	25s	irreducible	[15, 15]	11895
33m23s	14s	irreducible	[15, 15]	11895
444s3z	3z	reducible	[34]	30
67s11z	58s	irreducible	[15, 15]	11895
3m123s	3m	reducible	[26]	24
1233m	3m	irreducible	[26, 33]	22992
66m55z	6m5z	irreducible	[9, 9]	7137
57m11p	6m	irreducible	[21]	20
55p66z	5p6z	irreducible	[9, 9]	7137
56m11s	47m	irreducible	[15, 15]	11895
22m66p	2m6p	irreducible	[9, 9]	7137
4478s	69s	irreducible	[15, 15]	11895
46m55p	5m	irreducible	[21]	20
89m22z	7m	irreducible	[33]	29
55p77z	5p7z	irreducible	[9, 9]	7137
6s333z	6s	reducible	[34]	30
3338p	8p	reducible	[34]	30
5p999s	5p	reducible	[34]	30
666s3z	3z	reducible	[34]	30
1345p	1p	reducible	[26]	24
12p66s	3p	irreducible	[33]	29
1233s	3s	irreducible	[26, 33]	22992
5p555s	5p	reducible	[34]	30
22p56s	47s	irreducible	[15, 15]	11895
1777s	1s	reducible	[34]	30
3338s	8s	reducible	[34]	30
4599s	36s	irreducible	[15, 15]	11895
5666m	457m	irreducible	[15, 15, 34]	18829815
345m7s	7s	reducible	[26]	24
3388p	38p	irreducible	[9, 9]	7137
777s3z	3z	reducible	[34]	30
666p5z	5z	reducible	[34]	30
777m7s	7s	reducible	[34]	30
9m888p	9m	reducible	[34]	30
34p55s	25p	irreducible	[15, 15]	11895
567p2s	2s	reducible	[26]	24
55m88p	5m8p	irreducible	[9, 9]	7137
45m77p	36m	irreducible	[15, 15]	11895
6m111p	6m	reducible	[34]	30
99m11z	9m1z	irreducible	[9, 9]	7137
55p57s	6s	irreducible	[21]	20
678p4z	4z	reducible	[26]	24
1299s	3s	irreducible	[33]	29
222m4s	4s	reducible	[34]	30
1155s	15s	irreducible	[9, 9]	7137
5788s	6s	irreducible	[21]	20
4455m	45m	irreducible	[9, 9]	7137
8m567p	8m	reducible	[26]	24
3p111s	3p	reducible	[34]	30
9m345p	9m	reducible	[26]	24
77m88p	7m8p	irreducible	[9, 9]	7137
666m4z	4z	reducible	[34]	30
555m5z	5z	reducible	[34]	30
1388s	2s	irreducible	[21]	20
78p66s	69p	irreducible	[15, 15]	11895
456m1s	1s	reducible	[26]	24
55m77s	5m7s	irreducible	[9, 9]	7137
44m22p	4m2p	irreducible	[9, 9]	7137
1m678s	1m	reducible	[26]	24
1145s	36s	irreducible	[15, 15]	11895
555m7z	7z	reducible	[34]	30
456s1z	1z	reducible	[26]	24
8m666p	8m	reducible	[34]	30
99p89s	7s	irreducible	[33]	29
2268p	7p	irreducible	[21]	20
555m6z	6z	reducible	[34]	30
8m222z	8m	reducible	[34]	30
44m88p	4m8p	irreducible	[9, 9]	7137
24s33z	3s	irreducible	[21]	20
555m4z	4z	reducible	[34]	30
4m567p	4m	reducible	[26]	24
2226s	6s	reducible	[34]	30
22p34s	25s	irreducible	[15, 15]	11895
222s3z	3z	reducible	[34]	30
4p777s	4p	reducible	[34]	30
9m456p	9m	reducible	[26]	24
5m345s	5m	reducible	[26]	24
567p8s	8s	reducible	[26]	24
555p2z	2z	reducible	[34]	30
22m11s	2m1s	irreducible	[9, 9]	7137
2229m	9m	reducible	[34]	30
22m13s	2s	irreducible	[21]	20
66p79s	8s	irreducible	[21]	20
34m66z	25m	irreducible	[15, 15]	11895
45s44z	36s	irreducible	[15, 15]	11895
99p57s	6s	irreducible	[21]	20
999m9p	9p	reducible	[34]	30
66m45p	36p	irreducible	[15, 15]	11895
999m5p	5p	reducible	[34]	30
567m7p	7p	reducible	[26]	24
77p78s	69s	irreducible	[15, 15]	11895
34m55z	25m	irreducible	[15, 15]	11895
11m11s	1m1s	irreducible	[9, 9]	7137
4555p	346p	irreducible	[15, 15, 34]	18829815
55p13s	2s	irreducible	[21]	20
66m44z	6m4z	irreducible	[9, 9]	7137
44m55s	4m5s	irreducible	[9, 9]	7137
555m1s	1s	reducible	[34]	30
666m6z	6z	reducible	[34]	30
123m7s	7s	reducible	[26]	24
666m7z	7z	reducible	[34]	30
12m99p	3m	irreducible	[33]	29
57m44p	6m	irreducible	[21]	20
9p333s	9p	reducible	[34]	30
77p99s	7p9s	irreducible	[9, 9]	7137
44p12s	3s	irreducible	[33]	29
11p22z	1p2z	irreducible	[9, 9]	7137
56m66p	47m	irreducible	[15, 15]	11895
22s22z	2s2z	irreducible	[9, 9]	7137
2m234s	2m	reducible	[26]	24
6m666p	6m	reducible	[34]	30
3p456s	3p	reducible	[26]	24
78m55s	69m	irreducible	[15, 15]	11895
34m44z	25m	irreducible	[15, 15]	11895
1m222z	1m	reducible	[34]	30
7m666s	7m	reducible	[34]	30
5m333z	5m	reducible	[34]	30
234p5z	5z	reducible	[26]	24
123p9s	9s	reducible	[26]	24
34m11p	25m	irreducible	[15, 15]	11895
2m567s	2m	reducible	[26]	24
444m3z	3z	reducible	[34]	30
4566m	36m	irreducible	[15, 15, 26]	15066231
13m77z	2m	irreducible	[21]	20
6777s	568s	irreducible	[15, 15, 34]	18829815
88m24s	3s	irreducible	[21]	20
88s66z	8s6z	irreducible	[9, 9]	7137
234p6z	6z	reducible	[26]	24
13m66z	2m	irreducible	[21]	20
88s77z	8s7z	irreducible	[9, 9]	7137
234p7z	7z	reducible	[26]	24
1p456s	1p	reducible	[26]	24
6777m	568m	irreducible	[15, 15, 34]	18829815
4499s	49s	irreducible	[9, 9]	7137
666m5z	5z	reducible	[34]	30
55p44z	5p4z	irreducible	[9, 9]	7137
345m2z	2z	reducible	[26]	24
24p22z	3p	irreducible	[21]	20
99m46s	5s	irreducible	[21]	20
1m567p	1m	reducible	[26]	24
6m666s	6m	reducible	[34]	30
46p77s	5p	irreducible	[21]	20
789m9p	9p	reducible	[26]	24
89s33z	7s	irreducible	[33]	29
2234p	25p	irreducible	[15, 15, 26]	15066231
44m22z	4m2z	irreducible	[9, 9]	7137
56m88p	47m	irreducible	[15, 15]	11895
66s33z	6s3z	irreducible	[9, 9]	7137
8p234s	8p	reducible	[26]	24
88s55z	8s5z	irreducible	[9, 9]	7137
2333p	124p	irreducible	[15, 15, 34]	18829815
22m55z	2m5z	irreducible	[9, 9]	7137
6m123p	6m	reducible	[26]	24
3356s	47s	irreducible	[15, 15]	11895
5s666z	5s	reducible	[34]	30
88m88p	8m8p	irreducible	[9, 9]	7137
678p6s	6s	reducible	[26]	24
5s777z	5s	reducible	[34]	30
4m222p	4m	reducible	[34]	30
88m79s	8s	irreducible	[21]	20
13m55z	2m	irreducible	[21]	20
66p55s	6p5s	irreducible	[9, 9]	7137
77m45s	36s	irreducible	[15, 15]	11895
111s5z	5z	reducible	[34]	30
123p5s	5s	reducible	[26]	24
789m3s	3s	reducible	[26]	24
1189s	7s	irreducible	[33]	29
33p66s	3p6s	irreducible	[9, 9]	7137
22m77z	2m7z	irreducible	[9, 9]	7137
234m6s	6s	reducible	[26]	24
6689s	7s	irreducible	[33]	29
2228p	8p	reducible	[34]	30
555m6s	6s	reducible	[34]	30
66m79s	8s	irreducible	[21]	20
2777z	2z	reducible	[34]	30
22m66z	2m6z	irreducible	[9, 9]	7137
1666p	1p	reducible	[34]	30
2666z	2z	reducible	[34]	30
123m5s	5s	reducible	[26]	24
111s7z	7z	reducible	[34]	30
111s6z	6z	reducible	[34]	30
3444m	235m	irreducible	[15, 15, 34]	18829815
2244m	24m	irreducible	[9, 9]	7137
34m77s	25m	irreducible	[15, 15]	11895
8m123p	8m	reducible	[26]	24
22m33p	2m3p	irreducible	[9, 9]	7137
2355p	14p	irreducible	[15, 15]	11895
555m5p	5p	reducible	[34]	30
6689m	7m	irreducible	[33]	29
24m11p	3m	irreducible	[21]	20
345p3s	3s	reducible	[26]	24
55p79s	8s	irreducible	[21]	20
9m222z	9m	reducible	[34]	30
3378p	69p	irreducible	[15, 15]	11895
77p46s	5s	irreducible	[21]	20
5777p	56p	irreducible	[21, 34]	23780
111m4s	4s	reducible	[34]	30
456m5s	5s	reducible	[26]	24
11m34p	25p	irreducible	[15, 15]	11895
2267s	58s	irreducible	[15, 15]	11895
99p99s	9p9s	irreducible	[9, 9]	7137
2555z	2z	reducible	[34]	30
99p78s	69s	irreducible	[15, 15]	11895
7778p	689p	irreducible	[15, 15, 34]	18829815
7799m	79m	irreducible	[9, 9]	7137
6p777s	6p	reducible	[34]	30
78p55z	69p	irreducible	[15, 15]	11895
456s3z	3z	reducible	[26]	24
1239m	9m	reducible	[26]	24
35p44s	4p	irreducible	[21]	20
35m77p	4m	irreducible	[21]	20
111m6p	6p	reducible	[34]	30
5588s	58s	irreducible	[9, 9]	7137
68m44z	7m	irreducible	[21]	20
22m13p	2p	irreducible	[21]	20
4p444z	4p	reducible	[34]	30
9m555s	9m	reducible	[34]	30
77p24s	3s	irreducible	[21]	20
222m6s	6s	reducible	[34]	30
44m33s	4m3s	irreducible	[9, 9]	7137
4p888s	4p	reducible	[34]	30
88s44z	8s4z	irreducible	[9, 9]	7137
4456m	47m	irreducible	[15, 15, 26]	15066231
45p99s	36p	irreducible	[15, 15]	11895
55m66p	5m6p	irreducible	[9, 9]	7137
456m4p	4p	reducible	[26]	24
1255p	3p	irreducible	[33]	29
222m1p	1p	reducible	[34]	30
8p777z	8p	reducible	[34]	30
2244s	24s	irreducible	[9, 9]	7137
888m4s	4s	reducible	[34]	30
56m11p	47m	irreducible	[15, 15]	11895
22m44z	2m4z	irreducible	[9, 9]	7137
333p2z	2z	reducible	[34]	30
55p23s	14s	irreducible	[15, 15]	11895
79p99s	8p	irreducible	[21]	20
44m44s	4m4s	irreducible	[9, 9]	7137
2m567p	2m	reducible	[26]	24
23p88s	14p	irreducible	[15, 15]	11895
222p2z	2z	reducible	[34]	30
44m56p	47p	irreducible	[15, 15]	11895
8p666z	8p	reducible	[34]	30
456m2p	2p	reducible	[26]	24
13m44z	2m	irreducible	[21]	20
78p77z	69p	irreducible	[15, 15]	11895
2466p	3p	irreducible	[21]	20
1m777s	1m	reducible	[34]	30
23m99p	14m	irreducible	[15, 15]	11895
33p33z	3p3z	irreducible	[9, 9]	7137
5m222z	5m	reducible	[34]	30
78p66z	69p	irreducible	[15, 15]	11895
22p22s	2p2s	irreducible	[9, 9]	7137
3466m	25m	irreducible	[15, 15]	11895
2299m	29m	irreducible	[9, 9]	7137
11m33z	1m3z	irreducible	[9, 9]	7137
8s111z	8s	reducible	[34]	30
35m44z	4m	irreducible	[21]	20
222p5s	5s	reducible	[34]	30
35s33z	4s	irreducible	[21]	20
678p3z	3z	reducible	[26]	24
888p3s	3s	reducible	[34]	30
666m3z	3z	reducible	[34]	30
1156m	47m	irreducible	[15, 15]	11895
24m33z	3m	irreducible	[21]	20
888m1z	1z	reducible	[34]	30
12p88s	3p	irreducible	[33]	29
45p44z	36p	irreducible	[15, 15]	11895
79m66s	8m	irreducible	[21]	20
456p1z	1z	reducible	[26]	24
77m99p	7m9p	irreducible	[9, 9]	7137
8p555z	8p	reducible	[34]	30
666p4z	4z	reducible	[34]	30
444m9p	9p	reducible	[34]	30
1456m	1m	reducible	[26]	24
789p2s	2s	reducible	[26]	24
79m33z	8m	irreducible	[21]	20
56m11z	47m	irreducible	[15, 15]	11895
56p55s	47p	irreducible	[15, 15]	11895
6m456p	6m	reducible	[26]	24
66p33z	6p3z	irreducible	[9, 9]	7137
35p11z	4p	irreducible	[21]	20
9m111p	9m	reducible	[34]	30
1p999s	1p	reducible	[34]	30
999m4p	4p	reducible	[34]	30
12m77s	3m	irreducible	[33]	29
3346m	5m	irreducible	[21]	20
33m57p	6p	irreducible	[21]	20
78m11s	69m	irreducible	[15, 15]	11895
22p77s	2p7s	irreducible	[9, 9]	7137
3m789p	3m	reducible	[26]	24
555p2s	2s	reducible	[34]	30
12s66z	3s	irreducible	[33]	29
3367p	58p	irreducible	[15, 15]	11895
2s222z	2s	reducible	[34]	30
56p33s	47p	irreducible	[15, 15]	11895
1277p	3p	irreducible	[33]	29
88m77z	8m7z	irreducible	[9, 9]	7137
555m3z	3z	reducible	[34]	30
88m34p	25p	irreducible	[15, 15]	11895
22m57s	6s	irreducible	[21]	20
56m44s	47m	irreducible	[15, 15]	11895
33m33z	3m3z	irreducible	[9, 9]	7137
99p13s	2s	irreducible	[21]	20
88m66z	8m6z	irreducible	[9, 9]	7137
57m22p	6m	irreducible	[21]	20
1238p	8p	reducible	[26]	24
1m333z	1m	reducible	[34]	30
34m11z	25m	irreducible	[15, 15]	11895
8m345s	8m	reducible	[26]	24
11p11z	1p1z	irreducible	[9, 9]	7137
5m678s	5m	reducible	[26]	24
11m78s	69s	irreducible	[15, 15]	11895
33m34s	25s	irreducible	[15, 15]	11895
12s55z	3s	irreducible	[33]	29
7s666z	7s	reducible	[34]	30
1146m	5m	irreducible	[21]	20
789p8s	8s	reducible	[26]	24
1118m	8m	reducible	[34]	30
6p666s	6p	reducible	[34]	30
3499p	25p	irreducible	[15, 15]	11895
789m1z	1z	reducible	[26]	24
456m8p	8p	reducible	[26]	24
78m33z	69m	irreducible	[15, 15]	11895
7s777z	7s	reducible	[34]	30
111p3s	3s	reducible	[34]	30
68p22z	7p	irreducible	[21]	20
11m78p	69p	irreducible	[15, 15]	11895
789m3p	3p	reducible	[26]	24
4568m	8m	reducible	[26]	24
333p7s	7s	reducible	[34]	30
67m99s	58m	irreducible	[15, 15]	11895
111m1z	1z	reducible	[34]	30
11m55s	1m5s	irreducible	[9, 9]	7137
4566s	36s	irreducible	[15, 15, 26]	15066231
77m35p	4p	irreducible	[21]	20
1m666s	1m	reducible	[34]	30
35p33s	4p	irreducible	[21]	20
68p33s	7p	irreducible	[21]	20
1144m	14m	irreducible	[9, 9]	7137
1145p	36p	irreducible	[15, 15]	11895
66m24p	3p	irreducible	[21]	20
56p22z	47p	irreducible	[15, 15]	11895
333s1z	1z	reducible	[34]	30
57m55s	6m	irreducible	[21]	20
79p44z	8p	irreducible	[21]	20
55m55s	5m5s	irreducible	[9, 9]	7137
12p22s	3p	irreducible	[33]	29
79m22s	8m	irreducible	[21]	20
88m55z	8m5z	irreducible	[9, 9]	7137
2488s	3s	irreducible	[21]	20
68m55z	7m	irreducible	[21]	20
111p1z	1z	reducible	[34]	30
222m3z	3z	reducible	[34]	30
6p333z	6p	reducible	[34]	30
35p77s	4p	irreducible	[21]	20
88p88s	8p8s	irreducible	[9, 9]	7137
2444z	2z	reducible	[34]	30
7s555z	7s	reducible	[34]	30
68m77z	7m	irreducible	[21]	20
4p345s	4p	reducible	[26]	24
3355p	35p	irreducible	[9, 9]	7137
35m55z	4m	irreducible	[21]	20
68m66z	7m	irreducible	[21]	20
777m2z	2z	reducible	[34]	30
2366p	14p	irreducible	[15, 15]	11895
12s77z	3s	irreducible	[33]	29
12m11z	3m	irreducible	[33]	29
5s555z	5s	reducible	[34]	30
35m77z	4m	irreducible	[21]	20
2355m	14m	irreducible	[15, 15]	11895
3334s	245s	irreducible	[15, 15, 34]	18829815
111s4z	4z	reducible	[34]	30
4467p	58p	irreducible	[15, 15]	11895
888s2z	2z	reducible	[34]	30
45m44s	36m	irreducible	[15, 15]	11895
35m66z	4m	irreducible	[21]	20
4446s	56s	irreducible	[21, 34]	23780
7m444p	7m	reducible	[34]	30
777p9s	9s	reducible	[34]	30
78p44z	69p	irreducible	[15, 15]	11895
46m88s	5m	irreducible	[21]	20
33m78p	69p	irreducible	[15, 15]	11895
99p44z	9p4z	irreducible	[9, 9]	7137
4477p	47p	irreducible	[9, 9]	7137
111p4s	4s	reducible	[34]	30
44m67p	58p	irreducible	[15, 15]	11895
5m567p	5m	reducible	[26]	24
22m22p	2m2p	irreducible	[9, 9]	7137
777p5s	5s	reducible	[34]	30
1116m	6m	reducible	[34]	30
77m23s	14s	irreducible	[15, 15]	11895
666m6s	6s	reducible	[34]	30
6m777s	6m	reducible	[34]	30
66m57s	6s	irreducible	[21]	20
3455p	25p	irreducible	[15, 15, 26]	15066231
2488p	3p	irreducible	[21]	20
567p9s	9s	reducible	[26]	24
45p66z	36p	irreducible	[15, 15]	11895
2777m	2m	reducible	[34]	30
2347s	7s	reducible	[26]	24
4479s	8s	irreducible	[21]	20
33s22z	3s2z	irreducible	[9, 9]	7137
45p77z	36p	irreducible	[15, 15]	11895
8899s	89s	irreducible	[9, 9]	7137
5p111z	5p	reducible	[34]	30
8m333z	8m	reducible	[34]	30
111m7p	7p	reducible	[34]	30
77p66z	7p6z	irreducible	[9, 9]	7137
345m9s	9s	reducible	[26]	24
45m22z	36m	irreducible	[15, 15]	11895
22m35s	4s	irreducible	[21]	20
8m444s	8m	reducible	[34]	30
77p77z	7p7z	irreducible	[9, 9]	7137
11m88p	1m8p	irreducible	[9, 9]	7137
7p111z	7p	reducible	[34]	30
1444s	1s	reducible	[34]	30
456s7z	7z	reducible	[26]	24
1166s	16s	irreducible	[9, 9]	7137
222p7s	7s	reducible	[34]	30
456s6z	6z	reducible	[26]	24
6m333z	6m	reducible	[34]	30
1p789s	1p	reducible	[26]	24
57p44s	6p	irreducible	[21]	20
55p46s	5s	irreducible	[21]	20
22p11z	2p1z	irreducible	[9, 9]	7137
13m99s	2m	irreducible	[21]	20
1116s	6s	reducible	[34]	30
2334m	3m	irreducible	[21, 26]	19028
44m55p	4m5p	irreducible	[9, 9]	7137
6m678s	6m	reducible	[26]	24
34p77s	25p	irreducible	[15, 15]	11895
11p77s	1p7s	irreducible	[9, 9]	7137
456s5z	5z	reducible	[26]	24
35m11p	4m	irreducible	[21]	20
77p55z	7p5z	irreducible	[9, 9]	7137
2567s	2s	reducible	[26]	24
1237p	7p	reducible	[26]	24
57m88p	6m	irreducible	[21]	20
34m11s	25m	irreducible	[15, 15]	11895
22m46s	5s	irreducible	[21]	20
88m44z	8m4z	irreducible	[9, 9]	7137
4569m	9m	reducible	[26]	24
3m456s	3m	reducible	[26]	24
45p55z	36p	irreducible	[15, 15]	11895
4999p	4p	reducible	[34]	30
46p22s	5p	irreducible	[21]	20
3p222s	3p	reducible	[34]	30
1m789p	1m	reducible	[26]	24
11m99s	1m9s	irreducible	[9, 9]	7137
9m678s	9m	reducible	[26]	24
2266m	26m	irreducible	[9, 9]	7137
234p3s	3s	reducible	[26]	24
89p66s	7p	irreducible	[33]	29
33p78s	69s	irreducible	[15, 15]	11895
55m44s	5m4s	irreducible	[9, 9]	7137
22m12p	3p	irreducible	[33]	29
5566m	56m	irreducible	[9, 9]	7137
8m666s	8m	reducible	[34]	30
44p11z	4p1z	irreducible	[9, 9]	7137
22m79s	8s	irreducible	[21]	20
4688p	5p	irreducible	[21]	20
57p55s	6p	irreducible	[21]	20
88m23p	14p	irreducible	[15, 15]	11895
4p567s	4p	reducible	[26]	24
79p77z	8p	irreducible	[21]	20
4688m	5m	irreducible	[21]	20
79p66z	8p	irreducible	[21]	20
7m567p	7m	reducible	[26]	24
66p99s	6p9s	irreducible	[9, 9]	7137
333m4z	4z	reducible	[34]	30
8m777s	8m	reducible	[34]	30
11m79p	8p	irreducible	[21]	20
456s4z	4z	reducible	[26]	24
67m11p	58m	irreducible	[15, 15]	11895
123p2z	2z	reducible	[26]	24
3678p	3p	reducible	[26]	24
1223m	2m	irreducible	[21, 26]	19028
4556m	5m	irreducible	[21, 26]	19028
78p99s	69p	irreducible	[15, 15]	11895
111m3p	3p	reducible	[34]	30
2256s	47s	irreducible	[15, 15]	11895
44m89p	7p	irreducible	[33]	29
79p55s	8p	irreducible	[21]	20
88m55s	8m5s	irreducible	[9, 9]	7137
7s444z	7s	reducible	[34]	30
333m5z	5z	reducible	[34]	30
1666s	1s	reducible	[34]	30
79p55z	8p	irreducible	[21]	20
2366s	14s	irreducible	[15, 15]	11895
99p55s	9p5s	irreducible	[9, 9]	7137
67m77p	58m	irreducible	[15, 15]	11895
24m22p	3m	irreducible	[21]	20
45m33s	36m	irreducible	[15, 15]	11895
99m57s	6s	irreducible	[21]	20
123m8p	8p	reducible	[26]	24
89p11s	7p	irreducible	[33]	29
44p68s	7s	irreducible	[21]	20
23s33z	14s	irreducible	[15, 15]	11895
123s3z	3z	reducible	[26]	24
4m444z	4m	reducible	[34]	30
1168m	7m	irreducible	[21]	20
666p3z	3z	reducible	[34]	30
68p11z	7p	irreducible	[21]	20
8m222s	8m	reducible	[34]	30
2m111z	2m	reducible	[34]	30
2288m	28m	irreducible	[9, 9]	7137
12m33s	3m	irreducible	[33]	29
66m34p	25p	irreducible	[15, 15]	11895
5788p	6p	irreducible	[21]	20
666p6s	6s	reducible	[34]	30
1177m	17m	irreducible	[9, 9]	7137
1124s	3s	irreducible	[21]	20
3666m	3m	reducible	[34]	30
11m44z	1m4z	irreducible	[9, 9]	7137
12m66p	3m	irreducible	[33]	29
333m1p	1p	reducible	[34]	30
234s2z	2z	reducible	[26]	24
5677s	47s	irreducible	[15, 15, 26]	15066231
66p24s	3s	irreducible	[21]	20
888m3s	3s	reducible	[34]	30
1135m	4m	irreducible	[21]	20
7888s	679s	irreducible	[15, 15, 34]	18829815
56m55s	47m	irreducible	[15, 15]	11895
333m7z	7z	reducible	[34]	30
78m66s	69m	irreducible	[15, 15]	11895
7m456s	7m	reducible	[26]	24
333m6z	6z	reducible	[34]	30
678m6z	6z	reducible	[26]	24
678m7z	7z	reducible	[26]	24
3m345p	3m	reducible	[26]	24
24p11s	3p	irreducible	[21]	20
77m88s	7m8s	irreducible	[9, 9]	7137
3477s	25s	irreducible	[15, 15]	11895
345m4p	4p	reducible	[26]	24
3p666s	3p	reducible	[34]	30
1237m	7m	reducible	[26]	24
67m66s	58m	irreducible	[15, 15]	11895
1122m	12m	irreducible	[9, 9]	7137
6m345s	6m	reducible	[26]	24
35p55s	4p	irreducible	[21]	20
35p22z	4p	irreducible	[21]	20
1114m	4m	reducible	[34]	30
66m23p	14p	irreducible	[15, 15]	11895
44m24p	3p	irreducible	[21]	20
456p4s	4s	reducible	[26]	24
3m234p	3m	reducible	[26]	24
2234s	25s	irreducible	[15, 15, 26]	15066231
4p222z	4p	reducible	[34]	30
67m22p	58m	irreducible	[15, 15]	11895
4m888s	4m	reducible	[34]	30
2p222z	2p	reducible	[34]	30
89m88p	7m	irreducible	[33]	29
3599s	4s	irreducible	[21]	20
5m222s	5m	reducible	[34]	30
45s33z	36s	irreducible	[15, 15]	11895
5677m	47m	irreducible	[15, 15, 26]	15066231
6m222s	6m	reducible	[34]	30
68p22s	7p	irreducible	[21]	20
3m678p	3m	reducible	[26]	24
11m13s	2s	irreducible	[21]	20
33m12s	3s	irreducible	[33]	29
1p555s	1p	reducible	[34]	30
222p1s	1s	reducible	[34]	30
4m345p	4m	reducible	[26]	24
77m35s	4s	irreducible	[21]	20
56m22z	47m	irreducible	[15, 15]	11895
77m33p	7m3p	irreducible	[9, 9]	7137
33p55s	3p5s	irreducible	[9, 9]	7137
5m666s	5m	reducible	[34]	30
13p88s	2p	irreducible	[21]	20
7m111s	7m	reducible	[34]	30
33m66s	3m6s	irreducible	[9, 9]	7137
567m4s	4s	reducible	[26]	24
66p78s	69s	irreducible	[15, 15]	11895
78m22p	69m	irreducible	[15, 15]	11895
56m77s	47m	irreducible	[15, 15]	11895
33m89s	7s	irreducible	[33]	29
2m345s	2m	reducible	[26]	24
11m45p	36p	irreducible	[15, 15]	11895
345p4s	4s	reducible	[26]	24
35m99s	4m	irreducible	[21]	20
22p22z	2p2z	irreducible	[9, 9]	7137
68p77s	7p	irreducible	[21]	20
999m8s	8s	reducible	[34]	30
4m222s	4m	reducible	[34]	30
99m79s	8s	irreducible	[21]	20
333m6p	6p	reducible	[34]	30
3357m	6m	irreducible	[21]	20
2268m	7m	irreducible	[21]	20
678m4z	4z	reducible	[26]	24
11p68s	7s	irreducible	[21]	20
11p22s	1p2s	irreducible	[9, 9]	7137
123m5p	5p	reducible	[26]	24
88p35s	4s	irreducible	[21]	20
55m11p	5m1p	irreducible	[9, 9]	7137
5567m	58m	irreducible	[15, 15, 26]	15066231
999p2z	2z	reducible	[34]	30
3377m	37m	irreducible	[9, 9]	7137
3m111s	3m	reducible	[34]	30
77p79s	8s	irreducible	[21]	20
7m123s	7m	reducible	[26]	24
123m9s	9s	reducible	[26]	24
9m333z	9m	reducible	[34]	30
23m77p	14m	irreducible	[15, 15]	11895
22m23p	14p	irreducible	[15, 15]	11895
8m111p	8m	reducible	[34]	30
12m22z	3m	irreducible	[33]	29
44p22z	4p2z	irreducible	[9, 9]	7137
444p2s	2s	reducible	[34]	30
3999s	3s	reducible	[34]	30
678m5z	5z	reducible	[26]	24
4s111z	4s	reducible	[34]	30
67m33z	58m	irreducible	[15, 15]	11895
99m45p	36p	irreducible	[15, 15]	11895
123p7s	7s	reducible	[26]	24
13p22s	2p	irreducible	[21]	20
1119p	9p	reducible	[34]	30
88m99s	8m9s	irreducible	[9, 9]	7137
5m444s	5m	reducible	[34]	30
2777p	2p	reducible	[34]	30
2245p	36p	irreducible	[15, 15]	11895
99m13s	2s	irreducible	[21]	20
46m99p	5m	irreducible	[21]	20
111s3z	3z	reducible	[34]	30
8899p	89p	irreducible	[9, 9]	7137
99m11s	9m1s	irreducible	[9, 9]	7137
4p234s	4p	reducible	[26]	24
1233p	3p	irreducible	[26, 33]	22992
1p123s	1p	reducible	[26]	24
456m7p	7p	reducible	[26]	24
777p8s	8s	reducible	[34]	30
123p8s	8s	reducible	[26]	24
123s4z	4z	reducible	[26]	24
789m4z	4z	reducible	[26]	24
99m56s	47s	irreducible	[15, 15]	11895
4m123s	4m	reducible	[26]	24
13m11s	2m	irreducible	[21]	20
78m77z	69m	irreducible	[15, 15]	11895
44s22z	4s2z	irreducible	[9, 9]	7137
45m11p	36m	irreducible	[15, 15]	11895
444p4z	4z	reducible	[34]	30
22m66s	2m6s	irreducible	[9, 9]	7137
44p88s	4p8s	irreducible	[9, 9]	7137
2m222s	2m	reducible	[34]	30
3399p	39p	irreducible	[9, 9]	7137
789m8p	8p	reducible	[26]	24
35m33s	4m	irreducible	[21]	20
67s55z	58s	irreducible	[15, 15]	11895
345m6p	6p	reducible	[26]	24
2m456s	2m	reducible	[26]	24
2347p	7p	reducible	[26]	24
44m78p	69p	irreducible	[15, 15]	11895
78m66z	69m	irreducible	[15, 15]	11895
234m4z	4z	reducible	[26]	24
99m34s	25s	irreducible	[15, 15]	11895
34m55p	25m	irreducible	[15, 15]	11895
3377s	37s	irreducible	[9, 9]	7137
44m35p	4p	irreducible	[21]	20
13m77p	2m	irreducible	[21]	20
1888s	1s	reducible	[34]	30
78p88s	69p	irreducible	[15, 15]	11895
3399m	39m	irreducible	[9, 9]	7137
3m777s	3m	reducible	[34]	30
9p666s	9p	reducible	[34]	30
234m5z	5z	reducible	[26]	24
