# Thirteen-tile direct derivation wait report

generationWorkers: 16
classificationWorkers: 8
bucketCount: 256
generationReused: false

allThirteenTileShapes: 98521596000
enumeratedDerivations: 93251547
tenpaiReports: 54747045

## Reducibility

### Reducible
count: 54707433
waitCoreCacheHits: 59314756
waitCoreCacheMisses: 7282138
waitCoreCacheEntries: 7282138

### Irreducible
count: 39612

#### Groups by waitDecompositionCodes
groupCount: 708
waitDecompositionCodes	waitDecompositionCodesKey	count	representativeTiles	representativeWaits
[32955, 32955, 46137, 46137, 60333, 74698, 74698]	173969225108136656195	6	1233445678999m	1245m
[19773, 19773, 56355, 56355]	339738561149	18	2233344456677s	5678s
[19773, 43095, 43095, 60333, 60333, 97682, 123981]	181871607337964630645	6	3455556667789s	2678s
[32955, 32955, 43095, 43095, 43095, 60333, 74698]	173963604920219272067	6	1233456777788s	25689s
[32955, 32955, 43095, 43095, 46137, 74698, 74698, 74698]	137783631894808320504707	24	2333345566778m	12458m
[25857, 25857, 32955, 32955, 56355, 56355, 78897, 127738]	144235065509369161450016	12	3444555678999m	23456m
[19773, 33813, 33813, 43095]	327290552213	6	1122333345666p	126p
[25857, 25857, 56355, 56355, 56355, 56355, 56355, 56355, 127738]	114229285176668051247828512	12	3334567777888s	2345689s
[25857, 25857, 56355, 56355, 56355, 78897, 127738, 162129]	146392381577043002986016	6	1222233444555m	1345m
[25857, 56355, 60333, 94809, 97682]	283254958657256	6	1112234455556s	23s
[56355, 56355, 60333, 94809, 97682]	283254958657331	6	1111222234456m	347m
[32955, 32955, 46137, 46137, 74698, 74698, 74698, 94809]	140520187702048123198787	6	1233444456789m	23569m
[19773, 19773, 19773, 43095, 43095, 43095, 43095, 43095, 60333, 97682]	88263069629618754848125968125	12	3334555667788s	2345689s
[33813, 33813, 46137, 74698, 74698, 94809]	224020807326245006	6	2224567778899m	34789m
[32955, 32955, 32955, 33813, 33813, 33813, 43095, 43095, 73695, 73695, 73695, 73695, 74698, 74698, 103173, 167042]	22692933955711825550687702546468755971421661123	18	3334555666777p	2345678p
[32955, 32955, 33813, 33813, 43095, 43095, 46137, 72501, 74698]	109124040428362769718468227	6	3344555666789p	23457p
[32955, 32955, 32955, 46137, 46137, 74698]	219642757113874883	12	2344455667778m	3689m
[43095, 43095, 78897, 97682]	357638854978	18	1233334444556p	567p
[19773, 43095, 43095, 60333, 94809, 97682]	224337927240905333	12	1234566667778m	3789m
[25857, 25857, 32955, 46137, 56355, 56355, 56355, 56355]	133673608799210215429664	12	2333344455567s	14568s
[32955, 32955, 32955, 43095, 43095, 46137, 60333, 74698, 94809]	111291984205405458390147011	6	3455666677789p	24578p
[60333, 60333, 97682, 123981]	366091259582	6	1111233567888s	234s
[56355, 78897, 127738, 127738]	366599360843	6	1222233334666p	145p
[19773, 19773, 43095, 43095, 43095, 60333, 94809, 97682, 97682, 97682]	88268190326727123869362576445	6	1234567888999p	1346789p
[19773, 43095, 43095, 43095, 43095, 60333, 60333, 78897, 97682, 97682]	88268188168678436613032331893	18	2333344556777p	124567p
[19773, 43095, 43095, 43095, 43095, 60333, 94809, 97682, 97682, 97682]	88268190326727123869362637429	6	1234566667888s	1345789s
[56355, 56355, 60333, 60333, 97682, 123981]	229635867850985267	12	1234444566888p	3567p
[32955, 32955, 32955, 46137, 72501, 74698, 74698]	173969231010019723715	12	1122334445678s	35689s
[33813, 33813, 43095, 43095, 46137, 60333, 73695, 73695, 74698]	109124440752160751217048782	12	3455566777999s	245678s
[19773, 19773, 33813, 33813, 43095, 43095, 74698, 74698, 74698]	109124636458506836968847165	18	3456667788999p	36789p
[32955, 32955, 32955, 46137, 60333, 74698, 74698, 74698]	137783631903074446268867	12	2334456777789m	235689m
[33813, 33813, 33813, 43095, 46137, 72501, 73695, 73695, 103173, 162129]	91824812134696464988486733774	6	6667778888999s	5679s
[74698, 74698, 94809]	450933824	6	1233456666789s	39s
[25857, 25857, 56355, 78897, 127738]	290332271047712	6	4445677778889m	489m
[43095, 43095, 43095, 60333, 94809, 97682, 97682, 97682]	140719362703306939134658	24	1112345677778p	235689p
[43095, 56355, 56355, 56355, 60333, 97682]	224325335042205274	18	2222333344456p	1457p
[43095, 43095, 60333, 60333]	341230883266	18	1123344456777s	25s
[46137, 74698, 74698]	442152089	6	1234666778899m	145m
[32955, 32955, 32955, 43095, 43095, 60333, 74698, 94809]	140520182074777909125059	6	4455556677889p	34679p
[43095, 43095, 43095, 56355, 56355, 97682]	224324154646126786	12	3444455678888p	23569p
[43095, 43095, 97682, 97682, 123981]	289944298267138	6	4567788889999s	3467s
[32955, 56355, 57122, 127738]	366566096003	12	6666777788889s	59s
[56355, 56355, 60333, 60333, 94809, 97682, 97682]	177675962599868448563	6	1222234456666s	13457s
[25857, 25857, 32955, 56355, 56355, 57122, 78897, 123981, 127738]	114239651165418996103094816	6	1234444555666m	13567m
[25857, 25857, 43095, 43095, 56355, 56355, 60333, 97682, 97682]	111449727105599915338940384	12	3444456678999p	23569p
[19773, 43095, 43095, 43095, 78897, 94809, 97682]	177675647030919850613	6	3334444556789s	3567s
[25857, 25857, 32955, 32955, 56355, 56355]	213105795681747488	6	2333344455678s	14569s
[25857, 25857, 56355, 56355, 56355, 94809, 97682]	177675637206852177440	6	3334567888899s	3679s
[25857, 25857, 32955, 32955, 32955, 56355, 56355, 57122, 57122, 73695, 73695, 78897, 78897, 127738]	35597702494073758978828770455956618805792	18	2344555666777m	134567m
[25857, 56355, 78897, 78897, 127738]	290332286788712	6	3335666777789s	456s
[43095, 43095, 43095, 60333, 94809, 97682, 97682]	177675962599850865346	12	2345556788889p	14679p
[43095, 43095, 43095, 72501, 74698, 94809]	224020805831490754	6	1234567888899p	3679p
[57122, 78897]	561420	6	1345677788899p	12p
[43095, 43095, 46137, 74698, 94809]	282854530236034	6	1122334444566s	356s
[25857, 25857, 72501]	440194208	6	1122345678999p	123p
[25857, 25857, 25857, 56355, 56355, 56355, 56355, 56355, 56355, 78897, 127738, 127738]	56753566181642372318245971439891808	12	3334567888999p	23456789p
[19773, 19773, 43095, 43095, 43095, 60333, 94809, 97682]	140719105592839291558973	12	1222345678999m	12369m
[32955, 32955, 33813, 33813, 43095, 43095, 46137, 72501, 74698, 74698]	86426711490460233806405328515	6	3344555678999s	234578s
[56355, 56355, 78897, 78897, 123981, 127738, 127738]	182124039561768244403	6	1112344445777p	2356p
[32955, 32955, 46137, 72501, 74698, 74698, 74698, 94809]	140520187702066007749955	6	1233455556789m	34679m
[25857, 25857, 32955, 56355, 56355, 57122, 78897, 127738]	144235065821013427069472	6	4555666777789p	3456p
[33813, 33813, 73695, 73695, 78897, 123981, 127738]	182123716921978036238	6	5556666788999s	578s
[19773, 19773, 19773, 43095, 43095, 43095, 43095, 60333, 94809, 97682]	88268029050586745418701168381	6	1122334445666m	134567m
[32955, 32955, 33813, 33813, 43095, 43095, 46137, 74698, 94809]	111291979020353287543217795	6	3334445566789m	24567m
[25857, 43095, 43095, 56355, 56355, 97682]	224324154646126736	12	3344445666678p	2359p
[19773, 19773, 43095, 43095, 74698, 74698, 94809]	177424479398920993853	6	1112344567789p	147p
[25857, 25857, 56355, 56355, 78897, 78897, 127738, 162129]	146392381586879506128416	6	1111233444555m	2345m
[25857, 25857, 56355, 56355, 56355, 123981]	229621701794139680	6	1112222333456s	1347s
[32955, 32955, 32955, 60333, 60333, 74698, 74698]	173969225118550493123	18	3445566778888s	34679s
[25857, 25857, 46137, 78897, 123981]	289938799631264	6	3334555677789p	567p
[32955, 32955, 32955, 33813, 33813, 43095, 43095, 46137, 74698]	109117001842980716698429379	6	2345556667788p	146789p
[46137, 74698, 103173]	455324633	12	2224677788899s	345s
[25857, 25857, 56355, 56355, 56355, 56355, 78897, 123981, 127738, 127738]	90477964012917222367245209120	6	1112344445666s	123567s
[46137, 72501, 74698, 74698, 74698, 94809]	224020807350758225	6	1233456788889p	3679p
[32955, 32955, 32955, 43095, 43095, 46137, 46137, 60333, 74698, 74698]	86426708558438352418516328387	6	2344555566778s	134679s
[19773, 43095, 43095, 43095, 60333, 78897, 94809, 97682, 97682]	111449735011099519314561653	6	4445555667789s	46789s
[43095, 43095, 46137, 60333, 72501]	276156765823618	6	1122233445556s	347s
[60333, 60333, 94809, 97682, 97682]	283255475525246	6	1222234678999p	1345p
[25857, 25857, 32955, 32955, 57122, 57122, 57122, 78897, 123981, 127738]	90477803723012156927547707936	6	1222333444567s	12347s
[19773, 19773, 43095, 43095, 43095]	259224065760317	12	2233444455567s	1258s
[32955, 32955, 43095, 43095, 72501, 74698, 74698, 94809]	140520187700864260879235	6	1234555566789s	34679s
[56355, 56355, 78897, 123981]	366084357299	6	3335555666789p	47p
[32955, 32955, 33813, 33813, 43095, 43095, 46137, 72501, 74698, 74698, 103173, 162129, 167042]	45680614922789752246883593387320172163	6	1222333444555p	12346p
[32955, 32955, 46137, 46137, 57122, 72501]	218715371616427331	6	1223344556667s	36s
[19773, 19773, 19773, 19773, 43095, 43095, 44217, 44217, 60333, 60333, 97682, 123981]	56674906583114049834372682610237693	6	1122333444555s	12345s
[43095, 43095, 56355, 56355, 60333, 78897, 94809, 97682]	140719112459517840775426	6	3335566667789s	4578s
[25857, 25857, 56355, 56355, 60333, 97682]	224325335042145824	6	1112346678999s	569s
[25857, 46137]	527288	6	5567777889999m	56m
[46137, 74698, 74698, 74698, 94809]	282854554735769	6	1234567789999p	1478p
[19773, 19773, 43095, 43095, 56355, 56355, 60333, 60333, 94809, 97682, 97682]	69908406577702034724989793627197	6	4445556677889s	45679s
[19773, 43095, 43095, 56355, 56355, 60333, 60333, 97682]	140711207894775108165749	6	2344445556678p	15679p
[46137, 60333, 72501, 74698, 74698, 74698]	219658121475147305	6	1222234566778p	1347p
[19773, 43095, 43095, 43095, 60333, 60333, 78897, 97682, 123981]	114081517334926253269912181	6	5556777889999s	5678s
[32955, 32955, 32955, 60333, 74698, 74698, 94809]	177424479412816816067	6	1222233455667m	13467m
[32955, 32955, 32955, 33813, 33813, 57122]	213399711886043075	18	1123455566677s	147s
[32955, 32955, 43095, 43095, 43095, 46137, 60333, 72501, 74698]	109124045613414940579824515	6	3455566667789s	24578s
[19773, 43095, 43095, 60333, 97682, 97682]	224338320701031029	6	2345666777789s	12456s
[19773, 19773, 43095, 43095, 43095, 43095, 94809, 94809, 97682]	111449539527236632069430333	3	1234445666789s	34567s
[25857, 25857, 32955, 32955, 46137, 57122]	213410333819036192	6	5556677778899s	5689s
[43095, 43095, 56355, 56355, 60333, 60333, 60333, 97682, 97682]	111449727106535969413519618	6	1113455556678s	234679s
[32955, 32955, 43095, 43095, 46137, 72501, 74698, 74698, 74698]	109124636471909279178879875	6	1122334555567s	13467s
[19773, 19773, 43095, 43095, 60333, 60333, 94809, 97682]	140719105603856175078461	6	4445566778889s	4789s
[32955, 32955, 32955, 43095, 43095, 43095, 46137, 46137, 74698, 74698]	86426704453602483238515695555	6	2344556677888s	134679s
[25857, 25857, 32955, 56355, 56355, 72501, 78897]	174955502564559364640	6	4444555666789s	3567s
[25857, 25857, 46137, 56355, 56355, 56355, 56355, 57122, 57122, 57122]	83971407765618276222341563808	3	2344455566678s	1245689s
[56355, 56355, 56355, 97682]	357623193203	6	1122223333456s	147s
[19773, 43095, 43095, 43095, 56355, 56355, 56355, 97682]	140710466549784575957621	6	2223344445678p	123569p
[78897, 123981, 127738]	462877188	6	3334566668999s	78s
[25857, 25857, 57122, 57122, 57122, 72501]	218715381067392608	6	1122333456789p	12369p
[19773, 19773, 43095, 43095, 43095, 56355, 56355, 60333, 60333, 97682]	88263075108908213448529140797	6	1112345556678p	145679p
[43095, 43095, 43095, 60333, 72501, 74698]	219656932125500098	6	2344567888899s	3679s
[25857, 25857, 32955, 32955, 46137, 57122, 57122, 123981]	144033674262123084931616	6	1233344555678p	23458p
[25857, 25857, 32955, 57122]	340205266976	6	4556677778899p	489p
[32955, 32955, 43095, 43095, 46137, 60333, 74698]	173963607674440151939	6	2334445678999m	1245m
[43095, 43095, 43095, 60333, 60333, 97682, 97682, 123981]	144042323295155742929602	6	3334566667789m	24578m
[32955, 32955, 32955, 72501, 74698, 74698, 74698, 94809]	140520187702065988932035	6	1234567788889p	134679p
[32955, 32955, 33813, 33813, 33813, 46137, 73695, 73695, 73695, 73695, 103173]	70489086210802705710712690810499	6	1112223333444m	1245m
[19773, 43095, 43095, 43095, 43095, 56355, 56355, 60333, 60333, 97682, 97682]	69908401623753437898248613317237	6	2223444456678m	1235679m
[19773, 19773, 43095, 43095, 43095, 43095, 43095, 60333, 60333, 78897, 97682]	69907052911443353275446061849661	12	2223456778999m	256789m
[32955, 32955, 32955, 46137, 46137, 60333, 74698, 74698, 94809]	111291988654412946021517763	6	3445566667789p	24578p
[25857, 25857, 32955, 46137]	330766198304	6	1122333345567m	126m
[32955, 32955, 32955, 43095, 43095, 74698, 74698, 94809]	140520187683945461047235	6	1222233445566m	13467m
[32955, 32955, 32955, 60333, 72501, 74698]	219656932111054787	6	1223333456789m	1247m
[32955, 32955, 46137, 60333, 74698, 94809]	224020798383967043	6	1223334567888m	134m
[19773, 43095, 43095, 43095, 56355, 56355, 60333, 60333, 97682, 97682]	88268183868375552901829057141	6	1112333345567m	124568m
[19773, 19773, 19773, 19773, 94809]	282793371934973	6	1233344556677m	3467m
[25857, 56355, 103173, 127738]	366591813800	6	1111223333444m	24m
[25857, 25857, 43095, 43095, 56355, 56355, 94809, 97682, 97682]	111449735003307828445364192	6	1234455556777s	13467s
[25857, 25857, 32955, 32955, 123981]	289902514917920	6	3456677788889m	2567m
[32955, 32955, 43095, 46137]	330780646787	12	1223333445555p	146p
[56355, 56355, 78897, 127738, 127738]	290346693788339	18	4555566667999m	3478m
[60333, 74698, 74698]	442152110	12	1234444566778p	17p
[43095, 43095, 43095, 43095, 60333, 60333, 97682, 97682, 97682]	111449735251047242369010370	6	2344445666678p	1235789p
[19773, 19773, 43095, 43095, 43095, 94809, 94809, 97682]	140719115564692717198397	6	1234567778999p	36789p
[19773, 43095, 43095, 43095, 43095, 43095, 60333, 94809, 97682, 97682, 97682]	69908406738767882104535208905333	6	1112345666678p	12345789p
[56355, 56355, 60333, 60333, 97682]	283239061278515	6	1112346678888s	5679s
[43095, 43095, 56355, 56355, 60333, 60333, 94809, 97682, 97682]	111449735004243882519943426	12	1112233445777s	2356s
[19773, 43095, 43095, 43095, 43095, 60333, 97682, 97682, 97682]	111449735251036225485490805	6	1112333345678s	1245689s
[43095, 43095, 60333, 97682, 97682, 123981]	229635884245137346	6	1233444455556s	2367s
[25857, 25857, 44217, 44217, 56355, 56355, 60333, 94809, 97682, 97682]	88268190123360220083608934560	6	5556677888999p	5678p
[57122, 57122, 78897]	444645324	6	1122233346789s	569s
[33813, 33813, 43095, 43095, 46137, 72501, 74698, 74698]	137783630959947061853390	6	4455666788889s	345679s
[25857, 25857, 32955, 32955, 46137, 56355, 56355, 57122, 57122, 78897]	86914052792323901083354194464	12	2233344456678p	234679p
[56355, 78897, 127738, 162129]	372064084811	6	5557788889999p	67p
[19773, 19773, 43095, 43095, 43095, 60333, 60333, 97682, 97682, 123981]	90352563879412571932994329661	6	1233456777888p	235678p
[32955, 32955, 33813, 33813, 46137, 60333, 72501, 74698]	137782885875513966448259	6	3334455566789s	4567s
[78897, 78897]	561444	12	2223457777999p	68p
[32955, 32955, 33813, 33813, 46137, 46137, 74698, 74698, 94809]	111291988647868903799410307	6	4566667778899s	45789s
[25857, 25857, 25857, 25857, 32955, 32955, 57122, 72501]	137192269501176853177184	6	1122334455666s	123456s
[25857, 25857, 56355, 56355, 78897, 78897, 123981, 127738, 127738]	114239853551672996057685536	6	1222234555666p	13456p
[46137, 60333, 72501, 74698]	350182589993	6	1223444556677s	23s
[25857, 25857, 56355, 56355, 56355, 56355, 123981]	181860387821005671968	6	1234445555666s	3467s
[19773, 19773, 43095, 43095, 56355, 56355, 60333, 60333, 97682, 123981]	90352557428958708878567173181	6	2223334456789s	23457s
[43095, 56355, 56355, 60333, 97682, 97682]	224338320716732506	6	4566777788889s	3569s
[25857, 60333, 94809]	450919472	6	5566667788899s	79s
[19773, 43095, 43095, 43095, 60333, 60333, 78897, 97682]	140716637570133329382005	6	3334556777789s	3456s
[32955, 32955, 33813, 33813, 46137, 60333, 72501, 73695, 73695, 74698, 74698]	68449955817504661773377260211843	6	1122233344445p	12356p
[19773, 43095, 43095, 43095, 43095, 56355, 56355, 97682]	140710466539948072815221	6	2333344555678p	124569p
[33813, 33813, 43095, 43095, 46137, 74698]	219642753650752718	6	2233444678999p	12345p
[19773, 33813, 33813, 43095, 74698, 103173, 162129]	184835124596256341909	6	6667778889999s	678s
[25857, 25857, 32955, 72501, 78897]	278918419742240	6	3344445556789s	357s
[25857, 25857, 32955, 56355, 56355, 123981]	229621701764031008	6	3344455556789m	2347m
[25857, 25857, 56355, 56355, 56355, 56355, 78897, 127738, 127738]	114239846633378225097641504	6	1112333345666m	124567m
[60333, 60333, 94809, 97682, 97682, 97682]	224338337132861054	6	1113456788889s	23679s
[19773, 19773, 43095, 43095, 43095, 60333, 94809, 97682, 97682]	111449735004232853200854077	6	1112345556789s	145679s
[25857, 25857, 25857, 56355, 56355, 56355, 56355, 78897, 123981, 127738]	90477803722765041565212587360	6	3334445666789p	34567p
[25857, 56355, 56355, 127738, 162129]	294674739489320	6	6667788889999p	567p
[33813, 33813, 43095, 43095, 46137, 74698, 94809]	177424464053976136910	6	1234455666888p	34567p
[32955, 32955, 32955, 33813, 33813, 43095, 43095, 46137, 74698, 74698]	86426704451874851753385289667	6	2223456667788p	1346789p
[25857, 25857, 43095, 43095, 56355, 56355, 60333, 94809, 97682]	111449531637329065954951136	6	1234445567888s	3568s

## Wait tile count distribution
1 wait tile kinds: 26527329
2 wait tile kinds: 25337340
3 wait tile kinds: 2549634
4 wait tile kinds: 271155
5 wait tile kinds: 56145
6 wait tile kinds: 4686
7 wait tile kinds: 471
8 wait tile kinds: 282
9 wait tile kinds: 3
10 wait tile kinds: 0
11 wait tile kinds: 0
12 wait tile kinds: 0
13 wait tile kinds: 0
14 wait tile kinds: 0
15 wait tile kinds: 0
16 wait tile kinds: 0
17 wait tile kinds: 0
18 wait tile kinds: 0
19 wait tile kinds: 0
20 wait tile kinds: 0
21 wait tile kinds: 0
22 wait tile kinds: 0
23 wait tile kinds: 0
24 wait tile kinds: 0
25 wait tile kinds: 0
26 wait tile kinds: 0
27 wait tile kinds: 0
28 wait tile kinds: 0
29 wait tile kinds: 0
30 wait tile kinds: 0
31 wait tile kinds: 0
32 wait tile kinds: 0
33 wait tile kinds: 0
34 wait tile kinds: 0

calculationElapsedMs: 33144433
